order_id,customer_id,delivery_partner_id,product_id,feedback_id,order_datetime,area,customer_name,customer_segment,product_name,category,price,quantity,value,payment_method,promised_time,delivery_time_minutes,actual_time,reasons_if_delayed,rating,feedback_category,feedback_text,feedback_segment,emoji,star,img,Date
3539286337,77559557,94899,684939.0,258023,"2023-04-25 20:32:24",Madurai,"Akshay Varty",New,Lotion,"Personal Care",727.95,1.0,727.95,Wallet,"2023-04-25 20:44:24",-5,"2023-04-25 20:39:24",NULL,3,Delivery,"Delivery was fine, but the product could be better.",Neutral,https://i.postimg.cc/d02zccny/confused.png,⭐⭐⭐,https://i.postimg.cc/hvmm7GSw/personal-care.png,2023-04-25
9171116867,87107263,73907,500739.0,3081099,"2023-10-22 11:15:33",Vijayawada,"Lakshmi Arora",Inactive,Bread,"Dairy & Breakfast",359.98,3.0,1079.94,Card,"2023-10-22 11:25:33",12,"2023-10-22 11:37:33",Traffic,4,"Customer Service","The product met my expectations.",Neutral,https://i.postimg.cc/X7XSGhNR/smile.png,⭐⭐⭐⭐,https://i.postimg.cc/X7wFjX1B/food.png,2023-10-22
5504941865,76512976,56077,540618.0,3158837,"2024-01-28 02:39:11",Belgaum,"Yashica Pathak",New,Popcorn,"Snacks & Munchies",317.05,1.0,317.05,Wallet,"2024-01-28 02:55:11",11,"2024-01-28 03:06:11",Traffic,5,"App Experience","Highly recommended!",Positive,https://i.postimg.cc/XYyRxCCx/star.png,⭐⭐⭐⭐⭐,https://i.postimg.cc/CKP7Ydrp/snacks.png,2024-01-28
5868326481,37556526,94140,53833.0,9465932,"2024-03-15 21:07:07",Farrukhabad,"Anjali Varkey",Inactive,Rice,"Grocery & Staples",134.69,3.0,404.07,Wallet,"2024-03-15 21:24:07",-3,"2024-03-15 21:21:07",NULL,4,"Product Quality","Nothing to complain about, but nothing exceptional.",Neutral,https://i.postimg.cc/X7XSGhNR/smile.png,⭐⭐⭐⭐,https://i.postimg.cc/jSc7fmbs/grocery.png,2024-03-15
2137046916,12059049,12377,455755.0,8111644,"2024-02-03 08:50:32",Nizamabad,"Jagdish Mander",Regular,Detergent,"Household Care",44.09,2.0,88.18,UPI,"2024-02-03 09:03:32",-2,"2024-02-03 09:01:32",NULL,4,"Customer Service","Overall good experience, thank you!",Positive,https://i.postimg.cc/X7XSGhNR/smile.png,⭐⭐⭐⭐,https://i.postimg.cc/1tnnLzNt/cleaning-tools.png,2024-02-03
8195544338,26199489,102,131937.0,121425,"2023-04-26 04:03:57",Serampore,"Aarna Gola",Inactive,"Frozen Pizza","Instant & Frozen Food",287.81,1.0,287.81,Wallet,"2023-04-26 04:20:57",8,"2023-04-26 04:28:57",Traffic,4,Delivery,"Nothing to complain about, but nothing exceptional.",Neutral,https://i.postimg.cc/X7XSGhNR/smile.png,⭐⭐⭐⭐,https://i.postimg.cc/1RVwdvpH/ice-cream.png,2023-04-26
2889700050,84848018,45032,798639.0,8267419,"2024-04-30 16:22:26",Alappuzha,"Jackson Roy",Regular,Eggs,"Dairy & Breakfast",211.25,1.0,211.25,Wallet,"2024-04-30 16:33:26",3,"2024-04-30 16:36:26",Traffic,4,Delivery,"Average experience, could improve.",Neutral,https://i.postimg.cc/X7XSGhNR/smile.png,⭐⭐⭐⭐,https://i.postimg.cc/X7wFjX1B/food.png,2024-04-30
65827885,47577193,1108,324809.0,7168244,"2023-07-27 00:13:05",Dehri,"Chaaya Wable",Premium,Bread,"Dairy & Breakfast",608,3.0,1824,Cash,"2023-07-27 00:25:05",-5,"2023-07-27 00:20:05",NULL,1,Delivery,"Product was damaged during delivery.",Negative,https://i.postimg.cc/15zP0XBY/angry.png,⭐,https://i.postimg.cc/X7wFjX1B/food.png,2023-07-27
6625178717,62068277,74906,952168.0,3769939,"2023-07-01 04:24:22",Hosur,"Zarna Shetty",Regular,Popcorn,"Snacks & Munchies",236.95,3.0,710.85,Card,"2023-07-01 04:40:22",13,"2023-07-01 04:53:22",Traffic,2,"Product Quality","Items were missing from my order.",Negative,https://i.postimg.cc/zGbrMQ9C/sad.png,⭐⭐,https://i.postimg.cc/CKP7Ydrp/snacks.png,2023-07-01
7169557514,84824280,79516,706112.0,9592296,"2023-03-21 05:27:13",Ongole,"Kamya Narayan",Inactive,Vitamins,Pharmacy,478.79,2.0,957.58,Card,"2023-03-21 05:38:13",12,"2023-03-21 05:50:13",Traffic,2,"Product Quality","Customer service was not helpful.",Negative,https://i.postimg.cc/zGbrMQ9C/sad.png,⭐⭐,https://i.postimg.cc/W3x7FCP9/pharmacy.png,2023-03-21
2268306684,66742602,65733,812607.0,1592958,"2024-05-28 14:59:08",Jalna,"Yatan Uppal",New,Potatoes,"Fruits & Vegetables",416.65,2.0,833.3,Wallet,"2024-05-28 15:11:08",-1,"2024-05-28 15:10:08",NULL,5,Delivery,"Overall good experience, thank you!",Positive,https://i.postimg.cc/XYyRxCCx/star.png,⭐⭐⭐⭐⭐,https://i.postimg.cc/sgsWvyb6/fruits.png,2024-05-28
6905293278,97259564,53868,799952.0,2088819,"2024-06-16 10:23:23",Khammam,"Watika Narayanan",Premium,Cheese,"Dairy & Breakfast",922.64,1.0,922.64,Cash,"2024-06-16 10:36:23",26,"2024-06-16 11:02:23",Traffic,3,Delivery,"It was okay, nothing special.",Neutral,https://i.postimg.cc/d02zccny/confused.png,⭐⭐⭐,https://i.postimg.cc/X7wFjX1B/food.png,2024-06-16
1769493463,3292927,22954,709916.0,3567003,"2024-06-26 07:13:47",Rewa,"Nisha Iyer",New,Detergent,"Household Care",33.76,3.0,101.28,Wallet,"2024-06-26 07:29:47",-5,"2024-06-26 07:24:47",NULL,2,"App Experience","I had a bad experience.",Negative,https://i.postimg.cc/zGbrMQ9C/sad.png,⭐⭐,https://i.postimg.cc/1tnnLzNt/cleaning-tools.png,2024-06-26
5003387344,26592009,21004,67197.0,2903160,"2024-06-23 10:53:47",Adoni,"Michael Dhingra",Premium,Butter,"Dairy & Breakfast",552.2,3.0,1656.6,Wallet,"2024-06-23 11:05:47",-5,"2024-06-23 11:00:47",NULL,4,Delivery,"Nothing to complain about, but nothing exceptional.",Neutral,https://i.postimg.cc/X7XSGhNR/smile.png,⭐⭐⭐⭐,https://i.postimg.cc/X7wFjX1B/food.png,2024-06-23
2064484752,89995124,43022,937542.0,7511717,"2024-05-07 22:42:49",Muzaffarpur,"Gauri Butala",Premium,"Wheat Flour","Grocery & Staples",97.04,3.0,291.12,Wallet,"2024-05-07 23:00:49",-5,"2024-05-07 22:55:49",NULL,3,"Customer Service","The product met my expectations.",Neutral,https://i.postimg.cc/d02zccny/confused.png,⭐⭐⭐,https://i.postimg.cc/jSc7fmbs/grocery.png,2024-05-07
964822979,88520326,42914,455755.0,1055307,"2024-07-13 10:38:00",Asansol,"Chasmum Dhaliwal",Premium,Detergent,"Household Care",44.09,2.0,88.18,Wallet,"2024-07-13 10:49:00",-2,"2024-07-13 10:47:00",NULL,3,"Product Quality","Delivery was late and I was unhappy.",Negative,https://i.postimg.cc/d02zccny/confused.png,⭐⭐⭐,https://i.postimg.cc/1tnnLzNt/cleaning-tools.png,2024-07-13
6037899648,22738465,59131,669378.0,1477592,"2024-03-27 17:44:43",Narasaraopet,"Gabriel Oak",Inactive,Potatoes,"Fruits & Vegetables",212.14,1.0,212.14,Cash,"2024-03-27 18:00:43",4,"2024-03-27 18:04:43",Traffic,3,"Product Quality","Delivery was fine, but the product could be better.",Neutral,https://i.postimg.cc/d02zccny/confused.png,⭐⭐⭐,https://i.postimg.cc/sgsWvyb6/fruits.png,2024-03-27
9347571484,29562072,88612,112390.0,7898352,"2024-11-02 17:15:15",Hindupur,"Edhitha Ranganathan",New,Toothpaste,"Personal Care",877.98,2.0,1755.96,Card,"2024-11-02 17:26:15",13,"2024-11-02 17:39:15",Traffic,3,"Product Quality","I had a bad experience.",Negative,https://i.postimg.cc/d02zccny/confused.png,⭐⭐⭐,https://i.postimg.cc/hvmm7GSw/personal-care.png,2024-11-02
3286177534,10225164,90038,891833.0,8804364,"2023-06-24 23:52:15",Dehri,"Siya Parmer",Inactive,Curd,"Dairy & Breakfast",493.19,1.0,493.19,Wallet,"2023-06-25 00:09:15",-2,"2023-06-25 00:07:15",NULL,3,Delivery,"The product met my expectations.",Neutral,https://i.postimg.cc/d02zccny/confused.png,⭐⭐⭐,https://i.postimg.cc/X7wFjX1B/food.png,2023-06-24
9073572548,97111069,28575,60619.0,1208337,"2023-05-02 23:13:42","North Dumdum","Megha Hora",Inactive,"Iced Tea","Cold Drinks & Juices",726.41,1.0,726.41,Card,"2023-05-02 23:25:42",22,"2023-05-02 23:47:42",Traffic,4,"Customer Service","The product met my expectations.",Neutral,https://i.postimg.cc/X7XSGhNR/smile.png,⭐⭐⭐⭐,https://i.postimg.cc/kXrKPWsd/softdrink.png,2023-05-02
8395583761,1989720,84816,561860.0,4382390,"2024-08-04 23:35:44",Saharanpur,"Anusha Bahri",Inactive,"Orange Juice","Cold Drinks & Juices",874.78,3.0,2624.34,UPI,"2024-08-04 23:53:44",-5,"2024-08-04 23:48:44",NULL,4,"App Experience","Great prices and fast delivery!",Positive,https://i.postimg.cc/X7XSGhNR/smile.png,⭐⭐⭐⭐,https://i.postimg.cc/kXrKPWsd/softdrink.png,2024-08-04
6355378227,67092149,23910,993331.0,4858018,"2023-08-11 16:52:36",Davanagere,"Daksh Atwal",Premium,Pulses,"Grocery & Staples",102.44,1.0,102.44,UPI,"2023-08-11 17:06:36",-1,"2023-08-11 17:05:36",NULL,4,"Customer Service","Overall good experience, thank you!",Positive,https://i.postimg.cc/X7XSGhNR/smile.png,⭐⭐⭐⭐,https://i.postimg.cc/jSc7fmbs/grocery.png,2023-08-11
277376321,89784343,78589,94225.0,2400571,"2024-07-28 04:25:12",Dibrugarh,"Radhika Kaul",Premium,"Toilet Cleaner","Household Care",77.11,3.0,231.33,Wallet,"2024-07-28 04:45:12",-1,"2024-07-28 04:44:12",NULL,4,"App Experience","Great prices and fast delivery!",Positive,https://i.postimg.cc/X7XSGhNR/smile.png,⭐⭐⭐⭐,https://i.postimg.cc/1tnnLzNt/cleaning-tools.png,2024-07-28
8559748526,45868300,93002,552496.0,3093140,"2023-04-05 18:07:19",Ratlam,"Isha Sheth",Premium,"Dish Soap","Household Care",508,1.0,508,Wallet,"2023-04-05 18:27:19",1,"2023-04-05 18:28:19",Traffic,4,"App Experience","Average experience, could improve.",Neutral,https://i.postimg.cc/X7XSGhNR/smile.png,⭐⭐⭐⭐,https://i.postimg.cc/1tnnLzNt/cleaning-tools.png,2023-04-05
1458051433,50760752,61040,57405.0,9407783,"2024-04-26 09:14:56",Maheshtala,"Yug Varughese",New,"Baby Food","Baby Care",607.67,3.0,1823.01,UPI,"2024-04-26 09:30:56",-4,"2024-04-26 09:26:56",NULL,4,"App Experience","The product met my expectations.",Neutral,https://i.postimg.cc/X7XSGhNR/smile.png,⭐⭐⭐⭐,https://i.postimg.cc/k55tvsJW/feeding.png,2024-04-26
1380971977,16561710,52614,602241.0,6888502,"2024-06-02 13:04:55",Baranagar,"Isaiah Natt",New,Nuts,"Snacks & Munchies",976.55,3.0,2929.65,Cash,"2024-06-02 13:21:55",-5,"2024-06-02 13:16:55",NULL,3,"Product Quality","Delivery was fine, but the product could be better.",Neutral,https://i.postimg.cc/d02zccny/confused.png,⭐⭐⭐,https://i.postimg.cc/CKP7Ydrp/snacks.png,2024-06-02
1221099013,35156679,60689,131937.0,8679241,"2023-07-23 10:45:59",Etawah,"Chakradev Verma",Premium,"Frozen Pizza","Instant & Frozen Food",287.81,1.0,287.81,Wallet,"2023-07-23 11:01:59",2,"2023-07-23 11:03:59",Traffic,4,"Customer Service","Nothing to complain about, but nothing exceptional.",Neutral,https://i.postimg.cc/X7XSGhNR/smile.png,⭐⭐⭐⭐,https://i.postimg.cc/1RVwdvpH/ice-cream.png,2023-07-23
6771166303,87718744,98179,677542.0,7512781,"2023-07-24 04:21:07",Bathinda,"Max Pandit",Regular,"Toilet Cleaner","Household Care",212.61,3.0,637.83,Wallet,"2023-07-24 04:36:07",12,"2023-07-24 04:48:07",Traffic,3,"Product Quality","The order was incorrect.",Negative,https://i.postimg.cc/d02zccny/confused.png,⭐⭐⭐,https://i.postimg.cc/1tnnLzNt/cleaning-tools.png,2023-07-24
7111337755,10524732,84833,888807.0,5356601,"2023-05-06 05:52:44",Rajahmundry,"Bhavna Ramesh",Regular,Bread,"Dairy & Breakfast",230.58,3.0,691.74,Cash,"2023-05-06 06:07:44",-3,"2023-05-06 06:04:44",NULL,4,"Customer Service","Average experience, could improve.",Neutral,https://i.postimg.cc/X7XSGhNR/smile.png,⭐⭐⭐⭐,https://i.postimg.cc/X7wFjX1B/food.png,2023-05-06
5562922993,62416456,73904,540618.0,9043273,"2023-12-06 02:04:19",Medininagar,"Diya Chakrabarti",Inactive,Popcorn,"Snacks & Munchies",317.05,1.0,317.05,Wallet,"2023-12-06 02:14:19",3,"2023-12-06 02:17:19",Traffic,4,"Product Quality","Nothing to complain about, but nothing exceptional.",Neutral,https://i.postimg.cc/X7XSGhNR/smile.png,⭐⭐⭐⭐,https://i.postimg.cc/CKP7Ydrp/snacks.png,2023-12-06
5630957897,69925688,14408,876139.0,3470106,"2024-06-18 07:17:42",Nandyal,"Yashica Sehgal",Inactive,Pulses,"Grocery & Staples",415.75,2.0,831.5,Wallet,"2024-06-18 07:32:42",4,"2024-06-18 07:36:42",Traffic,4,Delivery,"Delivery was fine, but the product could be better.",Neutral,https://i.postimg.cc/X7XSGhNR/smile.png,⭐⭐⭐⭐,https://i.postimg.cc/jSc7fmbs/grocery.png,2024-06-18
32613017,82594354,77303,451812.0,8956798,"2023-03-17 00:20:41",Avadi,"Harinakshi Sule",Regular,"Pain Reliever",Pharmacy,530.85,1.0,530.85,Card,"2023-03-17 00:36:41",0,"2023-03-17 00:36:41",NULL,5,Delivery,"Excellent quality, will buy again!",Positive,https://i.postimg.cc/XYyRxCCx/star.png,⭐⭐⭐⭐⭐,https://i.postimg.cc/W3x7FCP9/pharmacy.png,2023-03-17
2039041670,88324928,31963,287070.0,4843776,"2024-11-01 09:45:47",Alappuzha,"Geetika Nanda",Regular,"Wheat Flour","Grocery & Staples",443.17,1.0,443.17,Wallet,"2024-11-01 10:05:47",15,"2024-11-01 10:20:47",Traffic,4,"Product Quality","Average experience, could improve.",Neutral,https://i.postimg.cc/X7XSGhNR/smile.png,⭐⭐⭐⭐,https://i.postimg.cc/jSc7fmbs/grocery.png,2024-11-01
210693801,71235336,14789,432617.0,8241448,"2024-08-21 03:59:25",Bokaro,"Gabriel Sawhney",Regular,"Baby Wipes","Baby Care",863.18,3.0,2589.54,UPI,"2024-08-21 04:10:25",2,"2024-08-21 04:12:25",Traffic,3,"Customer Service","Product was damaged during delivery.",Negative,https://i.postimg.cc/d02zccny/confused.png,⭐⭐⭐,https://i.postimg.cc/k55tvsJW/feeding.png,2024-08-21
8120002258,57833505,61526,131937.0,1664531,"2024-01-01 00:05:08",Thrissur,"Pooja Nadkarni",New,"Frozen Pizza","Instant & Frozen Food",287.81,1.0,287.81,Card,"2024-01-01 00:15:08",-4,"2024-01-01 00:11:08",NULL,3,Delivery,"Nothing to complain about, but nothing exceptional.",Neutral,https://i.postimg.cc/d02zccny/confused.png,⭐⭐⭐,https://i.postimg.cc/1RVwdvpH/ice-cream.png,2024-01-01
2177917034,12402437,75636,144124.0,4940244,"2024-02-08 20:03:51",Rajahmundry,"Kamala Rama",New,Detergent,"Household Care",162.67,2.0,325.34,Card,"2024-02-08 20:16:51",9,"2024-02-08 20:25:51",Traffic,5,"App Experience","Will definitely order again.",Positive,https://i.postimg.cc/XYyRxCCx/star.png,⭐⭐⭐⭐⭐,https://i.postimg.cc/1tnnLzNt/cleaning-tools.png,2024-02-08
4254814926,59890331,1761,324809.0,7165598,"2024-04-21 06:14:58",Chennai,"Raagini Badal",Premium,Bread,"Dairy & Breakfast",608,1.0,608,Wallet,"2024-04-21 06:34:58",-1,"2024-04-21 06:33:58",NULL,3,"App Experience","The packaging was poor.",Negative,https://i.postimg.cc/d02zccny/confused.png,⭐⭐⭐,https://i.postimg.cc/X7wFjX1B/food.png,2024-04-21
6074172790,14944819,3481,888807.0,4424806,"2023-07-26 02:15:37",Anand,"Triya Patla",Premium,Bread,"Dairy & Breakfast",230.58,2.0,461.16,Wallet,"2023-07-26 02:26:37",4,"2023-07-26 02:30:37",Traffic,4,"Customer Service","Good selection of products.",Positive,https://i.postimg.cc/X7XSGhNR/smile.png,⭐⭐⭐⭐,https://i.postimg.cc/X7wFjX1B/food.png,2023-07-26
3381573131,67386193,50582,684939.0,2074845,"2024-07-16 00:33:21",Pali,"Wakeeta Khurana",Regular,Lotion,"Personal Care",727.95,1.0,727.95,Cash,"2024-07-16 00:47:21",-5,"2024-07-16 00:42:21",NULL,1,Delivery,"Delivery was late and I was unhappy.",Negative,https://i.postimg.cc/15zP0XBY/angry.png,⭐,https://i.postimg.cc/hvmm7GSw/personal-care.png,2024-07-16
3773745777,67701771,97135,734789.0,417728,"2024-05-02 14:40:25",Mathura,"Gaurav Sodhi",Premium,Popcorn,"Snacks & Munchies",395.82,1.0,395.82,Card,"2024-05-02 14:58:25",0,"2024-05-02 14:58:25",NULL,4,"Customer Service","It was okay, nothing special.",Neutral,https://i.postimg.cc/X7XSGhNR/smile.png,⭐⭐⭐⭐,https://i.postimg.cc/CKP7Ydrp/snacks.png,2024-05-02
9251939156,89910157,57095,876139.0,5642561,"2023-12-30 12:39:53",Khandwa,"Dayamai Ray",New,Pulses,"Grocery & Staples",415.75,3.0,1247.25,Cash,"2023-12-30 12:51:53",7,"2023-12-30 12:58:53",Traffic,4,"App Experience","Overall good experience, thank you!",Positive,https://i.postimg.cc/X7XSGhNR/smile.png,⭐⭐⭐⭐,https://i.postimg.cc/jSc7fmbs/grocery.png,2023-12-30
2625987757,10769994,51273,890232.0,1822011,"2023-08-01 07:42:43",Begusarai,"Tripti Tandon",Regular,"Mango Drink","Cold Drinks & Juices",432,1.0,432,UPI,"2023-08-01 07:54:43",2,"2023-08-01 07:56:43",Traffic,3,Delivery,"It was okay, nothing special.",Neutral,https://i.postimg.cc/d02zccny/confused.png,⭐⭐⭐,https://i.postimg.cc/kXrKPWsd/softdrink.png,2023-08-01
3162249401,85519349,47552,432617.0,4763044,"2024-05-03 13:21:58",Anand,"Harshil Kari",New,"Baby Wipes","Baby Care",863.18,1.0,863.18,Cash,"2024-05-03 13:31:58",0,"2024-05-03 13:31:58",NULL,4,Delivery,"Excellent quality, will buy again!",Positive,https://i.postimg.cc/X7XSGhNR/smile.png,⭐⭐⭐⭐,https://i.postimg.cc/k55tvsJW/feeding.png,2024-05-03
3108986741,49241309,60867,687218.0,5621837,"2023-10-17 19:29:19",Gurgaon,"Pahal Palla",Inactive,"Mango Drink","Cold Drinks & Juices",317.82,3.0,953.46,Wallet,"2023-10-17 19:43:19",1,"2023-10-17 19:44:19",Traffic,3,"Product Quality","Product was damaged during delivery.",Negative,https://i.postimg.cc/d02zccny/confused.png,⭐⭐⭐,https://i.postimg.cc/kXrKPWsd/softdrink.png,2023-10-17
1851474741,23348269,12879,970529.0,4571579,"2023-11-01 13:29:17",Ahmednagar,"Rudra Dutta",Inactive,Diapers,"Baby Care",827.44,3.0,2482.32,Card,"2023-11-01 13:42:17",9,"2023-11-01 13:51:17",Traffic,2,"Product Quality","The order was incorrect.",Negative,https://i.postimg.cc/zGbrMQ9C/sad.png,⭐⭐,https://i.postimg.cc/k55tvsJW/feeding.png,2023-11-01
2425099132,85016568,44245,604184.0,3853657,"2023-08-15 01:15:08",Tinsukia,"Rudra Mall",Regular,"Toilet Cleaner","Household Care",397.55,2.0,795.1,Wallet,"2023-08-15 01:30:08",4,"2023-08-15 01:34:08",Traffic,4,"Product Quality","Delivery was fine, but the product could be better.",Neutral,https://i.postimg.cc/X7XSGhNR/smile.png,⭐⭐⭐⭐,https://i.postimg.cc/1tnnLzNt/cleaning-tools.png,2023-08-15
6706793332,6247821,76503,615545.0,7245923,"2024-10-09 21:50:33",Panvel,"Mekhala Vora",Regular,Soap,"Personal Care",448.16,2.0,896.32,UPI,"2024-10-09 22:04:33",12,"2024-10-09 22:16:33",Traffic,2,Delivery,"I had a bad experience.",Negative,https://i.postimg.cc/zGbrMQ9C/sad.png,⭐⭐,https://i.postimg.cc/hvmm7GSw/personal-care.png,2024-10-09
2149289255,57579640,25251,567671.0,2338813,"2024-11-01 15:00:29",Siwan,"Sneha Amble",Premium,Biscuits,"Snacks & Munchies",418.48,3.0,1255.44,Cash,"2024-11-01 15:20:29",19,"2024-11-01 15:39:29",Traffic,3,"Product Quality","Delivery was late and I was unhappy.",Negative,https://i.postimg.cc/d02zccny/confused.png,⭐⭐⭐,https://i.postimg.cc/CKP7Ydrp/snacks.png,2024-11-01
1971008155,2457734,30330,222892.0,2222062,"2023-10-23 22:23:41",Ahmednagar,"Onkar Garg",Premium,Tomatoes,"Fruits & Vegetables",869.22,1.0,869.22,Cash,"2023-10-23 22:43:41",-4,"2023-10-23 22:39:41",NULL,1,"App Experience","Items were missing from my order.",Negative,https://i.postimg.cc/15zP0XBY/angry.png,⭐,https://i.postimg.cc/sgsWvyb6/fruits.png,2023-10-23
2087093460,59329145,27478,34186.0,6813661,"2024-07-11 11:31:57",Gulbarga,"William Guha",Regular,Mangoes,"Fruits & Vegetables",925.65,2.0,1851.3,Card,"2024-07-11 11:42:57",-1,"2024-07-11 11:41:57",NULL,4,Delivery,"Delivery was fine, but the product could be better.",Neutral,https://i.postimg.cc/X7XSGhNR/smile.png,⭐⭐⭐⭐,https://i.postimg.cc/sgsWvyb6/fruits.png,2024-07-11
2116712588,24043135,34078,891833.0,4065309,"2023-11-11 20:33:38",Bijapur,"Edhitha Bassi",Inactive,Curd,"Dairy & Breakfast",493.19,1.0,493.19,Wallet,"2023-11-11 20:48:38",3,"2023-11-11 20:51:38",Traffic,3,Delivery,"It was okay, nothing special.",Neutral,https://i.postimg.cc/d02zccny/confused.png,⭐⭐⭐,https://i.postimg.cc/X7wFjX1B/food.png,2023-11-11
6054358790,59216664,52564,532965.0,3025076,"2024-01-26 10:11:06",Deoghar,"Netra Keer",Regular,"Frozen Pizza","Instant & Frozen Food",307.23,1.0,307.23,Wallet,"2024-01-26 10:31:06",-5,"2024-01-26 10:26:06",NULL,3,"Product Quality","Average experience, could improve.",Neutral,https://i.postimg.cc/d02zccny/confused.png,⭐⭐⭐,https://i.postimg.cc/1RVwdvpH/ice-cream.png,2024-01-26
532660797,41008070,97547,962054.0,9329920,"2024-05-20 06:25:18",Vijayawada,"Libni Dua",New,"Orange Juice","Cold Drinks & Juices",16.86,2.0,33.72,UPI,"2024-05-20 06:37:18",14,"2024-05-20 06:51:18",Traffic,3,Delivery,"Delivery was fine, but the product could be better.",Neutral,https://i.postimg.cc/d02zccny/confused.png,⭐⭐⭐,https://i.postimg.cc/kXrKPWsd/softdrink.png,2024-05-20
